window_size,entry_threshold,exit_threshold,position_limit,order_size,total_pnl,total_trades
20,1.0,0.7,10,7,22543.5,5637
20,1.0,0.7,10,10,32205.0,5637
20,1.0,0.7,15,3,9661.5,5637
20,1.0,0.7,15,5,16102.5,5637
20,1.0,0.7,15,7,22543.5,5637
20,1.0,0.7,15,10,32205.0,5637
20,1.0,0.7,20,3,9661.5,5637
20,1.0,0.7,20,5,16102.5,5637
20,1.0,0.7,20,7,22543.5,5637
20,1.0,0.7,20,10,32205.0,5637
20,1.0,0.7,25,3,9661.5,5637
20,1.0,0.7,25,5,16102.5,5637
20,1.0,0.7,25,7,22543.5,5637
20,1.0,0.7,25,10,32205.0,5637
20,1.0,0.7,30,3,9661.5,5637
20,1.0,0.7,30,5,16102.5,5637
20,1.0,0.7,30,7,22543.5,5637
20,1.0,0.7,30,10,32205.0,5637
20,1.5,0.3,10,3,3184.5,1409
20,1.5,0.3,10,5,5307.5,1409
20,1.5,0.3,10,7,7430.5,1409
20,1.5,0.3,10,10,10615.0,1409
20,1.5,0.3,15,3,3184.5,1409
20,1.5,0.3,15,5,5307.5,1409
20,1.5,0.3,15,7,7430.5,1409
20,1.5,0.3,15,10,10615.0,1409
20,1.5,0.3,20,3,3184.5,1409
20,1.5,0.3,20,5,5307.5,1409
20,1.5,0.3,20,7,7430.5,1409
20,1.5,0.3,20,10,10615.0,1409
20,1.5,0.3,25,3,3184.5,1409
20,1.5,0.3,25,5,5307.5,1409
20,1.5,0.3,25,7,7430.5,1409
20,1.5,0.3,25,10,10615.0,1409
20,1.5,0.3,30,3,3184.5,1409
20,1.5,0.3,30,5,5307.5,1409
20,1.5,0.3,30,7,7430.5,1409
20,1.5,0.3,30,10,10615.0,1409
20,1.5,0.4,10,3,3306.0,1449
20,1.5,0.4,10,5,5510.0,1449
20,1.5,0.4,10,7,7714.0,1449
20,1.5,0.4,10,10,11020.0,1449
20,1.5,0.4,15,3,3306.0,1449
20,1.5,0.4,15,5,5510.0,1449
20,1.5,0.4,15,7,7714.0,1449
20,1.5,0.4,15,10,11020.0,1449
20,1.5,0.4,20,3,3306.0,1449
20,1.5,0.4,20,5,5510.0,1449
20,1.5,0.4,20,7,7714.0,1449
20,1.5,0.4,20,10,11020.0,1449
20,1.5,0.4,25,3,3306.0,1449
20,1.5,0.4,25,5,5510.0,1449
20,1.5,0.4,25,7,7714.0,1449
20,1.5,0.4,25,10,11020.0,1449
20,1.5,0.4,30,3,3306.0,1449
20,1.5,0.4,30,5,5510.0,1449
20,1.5,0.4,30,7,7714.0,1449
20,1.5,0.4,30,10,11020.0,1449
20,1.5,0.5,10,3,3385.5,1483
20,1.5,0.5,10,5,5642.5,1483
20,1.5,0.5,10,7,7899.5,1483
20,1.5,0.5,10,10,11285.0,1483
20,1.5,0.5,15,3,3385.5,1483
20,1.5,0.5,15,5,5642.5,1483
20,1.5,0.5,15,7,7899.5,1483
20,1.5,0.5,15,10,11285.0,1483
20,1.5,0.5,20,3,3385.5,1483
20,1.5,0.5,20,5,5642.5,1483
20,1.5,0.5,20,7,7899.5,1483
20,1.5,0.5,20,10,11285.0,1483
20,1.5,0.5,25,3,3385.5,1483
20,1.5,0.5,25,5,5642.5,1483
20,1.5,0.5,25,7,7899.5,1483
20,1.5,0.5,25,10,11285.0,1483
20,1.5,0.5,30,3,3385.5,1483
